headlines,text,date,author,read_more,image_url,inshorts_url,original_source,day
"PM Modi meets leaders of 34 Japanese firms, proposes celebrating 'Japan Week'","PM Narendra Modi chaired a roundtable with the top executives and CEOs from 34 Japanese companies in Tokyo on Monday. PM Modi apprised the business leaders of the recent reforms undertaken by India and invited them to ""Make in India for the World"". He further proposed celebrating Japan's contribution to India's development journey in the form of a 'Japan Week'.",2022-05-23,Hiral Goyal,https://twitter.com/MEAIndia/status/1528673977895333888?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653305062750_970.jpg?,https://inshorts.com/en/news/pm-modi-meets-leaders-of-34-japanese-firms-proposes-celebrating-japan-week-1653305370717,Twitter,Monday
World's 10 richest men own more wealth than bottom 40% of humanity: Oxfam,"The world’s ten richest men own more wealth than the bottom 40% of humanity, 3.1 billion people, revealed Oxfam International in its latest research. According to Oxfam estimates, it would take 112 years for an average person in the bottom 50% to make equivalent to what a person in the top 1% makes in a year.",2022-05-23,Ridham Gambhir,https://www.freepressjournal.in/amp/business/pandemic-creates-new-billionaire-every-30-hours-oxfam-at-davos?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653289215810_685.jpg?,https://inshorts.com/en/news/worlds-10-richest-men-own-more-wealth-than-bottom-40-of-humanity-oxfam-1653290434701,Free Press Journal,Monday
"Group of millionaires protests, says 'tax us now' amid WEF at Davos","Amid the World Economic Forum (WEF), a group of millionaires protested in Davos and demanded that governments tax the wealthy to tackle the cost of living crises across the globe. ""The only credible outcome from this conference (WEF) is to tax the richest and tax us now,"" said Phil White of 'Patriotic Millionaires'.",2022-05-23,Sakshita Khosla,https://www.standard.co.uk/news/world/davos-world-economic-forum-patriotic-millionaires-protest-tax-b1001617.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653297556295_976.jpg?,https://inshorts.com/en/news/group-of-millionaires-protests-says-tax-us-now-amid-wef-at-davos-1653297857024,Evening Standard,Monday
Oil prices at $110/barrel pose bigger threat than inflation: Hardeep Singh Puri,"Union Petroleum Minister Hardeep Singh Puri has said that oil prices staying at $110/barrel could pose bigger threats than inflation to the global economy. Speaking at Davos, the minister said, ""If oil prices remain at $110/barrel you are not just talking about inflation, then you're talking about bigger threats. You know, that's where the R (recession) word comes in.""",2022-05-23,Ridham Gambhir,https://www.reuters.com/article/india-oil/oil-prices-at-110-bbl-pose-bigger-threats-than-inflation-india-oil-min-idUKD8N2VV007?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653290029037_680.jpg?,https://inshorts.com/en/news/oil-prices-at-$110barrel-pose-bigger-threat-than-inflation-hardeep-singh-puri-1653290910524,Reuters,Monday
Auto stocks trade higher after Centre cuts excise duty on fuel; Maruti up by 4%,"Shares of automobile companies traded higher during intraday trade on Monday after the central government announced a cut in excise duty on petrol and diesel. While the BSE Auto Index rose by 2.2%, shares of Ashok Leyland jumped by 5%, Maruti Suzuki India rose 4%, Mahindra and Mahindra climbed 3% and Tata Motors Ltd was up by 1.5%.",2022-05-23,Ridham Gambhir,https://www.moneycontrol.com/news/business/earnings/auto-stocks-trade-higher-after-government-cuts-excise-duty-on-fuel-8558641.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653286644220_146.jpg?,https://inshorts.com/en/news/auto-stocks-trade-higher-after-centre-cuts-excise-duty-on-fuel-maruti-up-by-4-1653288385006,Moneycontrol,Monday
Govt warns SBI users of fake message claiming their account has been blocked,"PIB's Fact Check Twitter account has warned SBI users against a fake message in circulation that tells customers that their account has been blocked. The fake message read, ""Dear A/c holder your SBI Bank documents has expired A/c will be blocked. Now Click http://sbikvs.II Update by NetBanking."" It also asked users to not respond to such messages and emails.",2022-05-23,Ridham Gambhir,https://tech.hindustantimes.com/amp/tech/news/sbi-customer-alert-government-warns-of-fake-sbi-sms-threat-did-you-get-it-71653197896883.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653279475818_345.jpg?,https://inshorts.com/en/news/govt-warns-sbi-users-of-fake-message-claiming-their-account-has-been-blocked-1653282431096,HT Tech,Monday
Expectation of a rate hike is a no-brainer: RBI Guv on upcoming repo rate hikes,"RBI Governor Shaktikanta Das in an interview revealed that the central bank wants to increase repo rates in the next few meetings and that the ""expectation of a rate hike is a no-brainer"". He said, ""By how much, I won't be able to tell now but to say that (it will be hiked) to 5.15% now will not be accurate.""",2022-05-23,Ridham Gambhir,https://www.moneycontrol.com/news/business/rbi-governor-interview-expectation-of-a-rate-hike-is-a-no-brainer-says-shaktikanta-das-8559281.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653293000466_509.jpg?,https://inshorts.com/en/news/expectation-of-a-rate-hike-is-a-nobrainer-rbi-guv-on-upcoming-repo-rate-hikes-1653294940752,Moneycontrol,Monday
HSBC suspends top executive over his comments on climate change: Report,"HSBC has reportedly suspended a top executive after he criticised the finance industry for worrying too much about climate change. As per a report, the executive also said, ""Climate change isn't a financial risk that we need to worry about…Who cares if Miami is six meters underwater in 100 years, Amsterdam's been six meters underwater for ages...We'll cope with it.""",2022-05-23,Ridham Gambhir,https://www.reuters.com/business/finance/hsbc-suspends-banker-after-climate-risk-comments-ft-2022-05-22/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653278249675_97.jpg?,https://inshorts.com/en/news/hsbc-suspends-top-executive-over-his-comments-on-climate-change-report-1653279631856,Reuters,Monday
Will explore more EV partnerships: Mahindra CEO after VW deal,"Mahindra and Mahindra will explore sourcing more components from other companies for faster growth of its EV portfolio, the company's CEO Anish Shah said. ""It's better to source the best...rather than do everything ourselves,"" Shah added. Last week, Mahindra signed a partnership agreement with Volkswagen (VW) to explore equipping its electric cars with VW's motors and battery components.",2022-05-23,Ananya Goyal,https://www.reuters.com/markets/deals/indias-mahindra-explore-more-partnerships-ev-parts-ceo-2022-05-23/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653304675329_375.jpg?,https://inshorts.com/en/news/will-explore-more-ev-partnerships-mahindra-ceo-after-vw-deal-1653305325695,Reuters,Monday
Successful eradication of polio will be super joyful: Bill Gates,"Microsoft's Co-founder Bill Gates said, ""If we do succeed in polio eradication, that will be super joyful,"" on being asked about one thing he's bought that's brought him the most joy. ""The thing that has succeeded the best so far...is funding vaccines for poor countries through GAVI,"" Gates added. He further said that he likes burgers and nice tennis racquets.",2022-05-22,Ananya Goyal,https://www.moneycontrol.com/news/trends/bill-gates-talks-about-nuclear-power-indoor-farming-and-jumping-over-a-chair-8552631.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653240505384_889.jpg?,https://inshorts.com/en/news/successful-eradication-of-polio-will-be-super-joyful-bill-gates-1653241451996,Moneycontrol,Sunday
"Paytm forms general insurance JV, to invest ₹950 cr in 10 years","Paytm parent One97 Communications said it has formed a joint venture general insurance company in which it plans to invest ₹950 crore in 10 years. Following the investment, Paytm will hold 74% stake in Paytm General Insurance, while CEO Vijay Shekhar Sharma's VSS Holdings will have a 26% stake. Recently, Paytm's proposed acquisition of Raheja QBE General Insurance was terminated.",2022-05-22,Ananya Goyal,https://www.bqprime.com/business/paytm-forms-general-insurance-jv-with-vijay-shekhar-sharmas-vss-holding?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653234934492_760.jpg?,https://inshorts.com/en/news/paytm-forms-general-insurance-jv-to-invest-₹950-cr-in-10-years-1653238156796,BQ Prime,Sunday
1 arrested in hit-and-run case which killed Zepto delivery boy in Delhi,"Delhi Police on Monday arrested a man accused in a hit-and-run case in which a delivery executive working with Zepto was killed. Police believe the accused, Sudhakar Yadav, was driving a Tata Nexon in Dwarka on Thursday night when he hit the victim, Karan Raju, from behind. Raju succumbed to his injuries after being rushed to the hospital.",2022-05-23,Ashley Paul,https://www.thequint.com/amp/story/news/india/police-arrest-accused-in-hit-and-run-case-which-killed-zepto-delivery-executive-in-south-delhi?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653304378290_60.jpg?,https://inshorts.com/en/news/1-arrested-in-hitandrun-case-which-killed-zepto-delivery-boy-in-delhi-1653305635273,The Quint,Monday
Jet Airways appoints 4 new senior execs after DGCA nod to fly again,"Jet Airways, which was recently granted permit to fly again by DGCA, has announced the appointment of Mark Turner as Vice President (Inflight Product and Services). It has also hired Prabh Sharan Singh as Chief Digital Officer, HR Jagannath as Vice President (Engineering), and Vishesh Khanna as Vice President (Sales). The airline is planning to restart operations in July-September quarter.",2022-05-23,Ananya Goyal,https://www.moneycontrol.com/news/business/companies/jet-airways-appoints-mark-turner-as-vice-president-8559701.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653298629111_837.jpg?,https://inshorts.com/en/news/jet-airways-appoints-4-new-senior-execs-after-dgca-nod-to-fly-again-1653303619088,Moneycontrol,Monday
India committed to continue with radical reforms: NITI Aayog CEO,NITI Aayog CEO Amitabh Kant on Monday said India is committed to continue implementing radical reforms and that it will make it a leader in global economy. He added that the emergence of unicorns in the country even at the peak of COVID-19  pandemic has been phenomenal. Kant was speaking on the sidelines of the WEF Annual Meeting 2023.,2022-05-23,Ananya Goyal,https://www.moneycontrol.com/news/business/india-set-to-continue-radical-reforms-niti-aayog-ceo-amitabh-kant-8558861.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653296720251_888.jpg?,https://inshorts.com/en/news/india-committed-to-continue-with-radical-reforms-niti-aayog-ceo-1653299804720,Moneycontrol,Monday
15% export tax may force steel firms to cancel EU orders: JSPL MD,"The 15% export tax imposed on eight steel products by the government could force steel companies to cancel European orders and suffer losses, Jindal Steel and Power's (JSPL) Managing Director VR Sharma told Reuters. ""[Govt] should've given us...at least 2-3 months of time,"" Sharma added. He further said that Indian steelmakers have about 2 million tonnes in pending export orders.",2022-05-22,Ananya Goyal,https://www.reuters.com/markets/europe/indian-steelmakers-face-hit-europe-deals-over-export-tax-jspl-exec-2022-05-22/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653239693593_670.jpg?,https://inshorts.com/en/news/15-export-tax-may-force-steel-firms-to-cancel-eu-orders-jspl-md-1653240675729,Reuters,Sunday
Govt likely to stick to fiscal deficit target: RBI Governor,"There may not necessarily be a need for the government to increase borrowing just yet and the Centre is likely to stick to its fiscal deficit target as specified in Budget 2022, said RBI Governor Shaktikanta Das. ""There's no...co-relation between increase in government expenditure...and the need for additional borrowing. These are...figures which keep moving throughout the year,"" Das added.",2022-05-23,Ashley Paul,https://www.reuters.com/world/india/india-govt-will-likely-stick-fiscal-deficit-target-says-rbi-chief-2022-05-23/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653296758209_615.jpg?,https://inshorts.com/en/news/govt-likely-to-stick-to-fiscal-deficit-target-rbi-governor-1653298267298,Reuters,Monday
Rising oil prices pose risk of global recession: IEA Executive Director,"International Energy Agency (IEA) Executive Director Fatih Birol said oil producers need to act responsibly to help rein in oil prices, otherwise there's a risk of global recession. ""If we don't make a positive contribution here, we may see prices even going higher...becoming a major risk for recession for the global economy,"" Birol said.",2022-05-23,Ashley Paul,https://www.moneycontrol.com/news/business/oil-prices-pose-risk-of-global-recession-producers-need-to-act-responsibly-ieas-birol-8559661.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/23_mon/img_1653301864651_700.jpg?,https://inshorts.com/en/news/rising-oil-prices-pose-risk-of-global-recession-iea-executive-director-1653304499078,Moneycontrol,Monday
"Govt to cut central excise duty on petrol by ₹8 per litre, diesel by ₹6 per litre","Finance Minister Nirmala Sitharaman announced the government will reduce central excise duty on petrol and diesel by ₹8 and ₹6 per litre, respectively. She said, ""This will reduce the price of petrol by ₹9.5 per litre and of diesel by ₹7 per litre."" She also announced a subsidy of ₹200 per gas cylinder to beneficiaries of Pradhan Mantri Ujjwala Yojana.",2022-05-21,Hiral Goyal,https://twitter.com/nsitharaman/status/1527999332103794690?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/21_sat/img_1653139894805_280.jpg?,https://inshorts.com/en/news/govt-to-cut-central-excise-duty-on-petrol-by-₹8-per-litre-diesel-by-₹6-per-litre-1653140161882,Twitter,Saturday
What announcements has the govt made amid inflation?,"Amid inflation, government announced measures to help relieve the common man. ""This year, we'll give subsidy of ₹200 per gas cylinder (upto 12 cylinders) to over 9 crore beneficiaries of Pradhan Mantri Ujjwala Yojana,"" said government. ""We're reducing customs duty on raw materials and intermediaries for plastic products...Import duty on some raw materials of steel will be reduced,"" it added.",2022-05-21,Daisy Mowke,https://twitter.com/nsitharaman/status/1527999343554199552?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/21_sat/img_1653141964691_264.jpg?,https://inshorts.com/en/news/what-announcements-has-the-govt-made-amid-inflation-1653142972792,Twitter,Saturday
Petrol and diesel prices reduced after remaining unchanged for 45 days,"Prices of petrol and diesel have been reduced after remaining unchanged for 45 days. This comes after the government reduced central excise duty on petrol and diesel. Petrol price in Delhi has been reduced from ₹105.41/litre to ₹96.72/litre. Meanwhile, diesel in Delhi now costs ₹89.62/litre. Petrol in Mumbai and Kolkata now costs ₹111.35/litre and ₹106.03/litre, respectively.",2022-05-22,Anmol Sharma,https://twitter.com/airnewsalerts/status/1528196803220623360?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653188335249_407.jpg?,https://inshorts.com/en/news/petrol-and-diesel-prices-reduced-after-remaining-unchanged-for-45-days-1653189270616,Twitter,Sunday
"Infosys reappoints Salil Parekh as MD, CEO for 5 years","Infosys on Sunday said that its board has reappointed Salil Parekh as Managing Director and CEO for five more years, from July 1, 2022, to March 31, 2027. Parekh has been holding both posts since 2018 and was previously a member of the Group Executive Board at Capgemini, where he held several leadership positions for 25 years.",2022-05-22,Ridham Gambhir,https://www.moneycontrol.com/news/business/infosys-reappoints-salil-parekh-as-md-and-ceo-rolls-out-stock-options-for-top-execs-8552401.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653190125167_884.jpg?,https://inshorts.com/en/news/infosys-reappoints-salil-parekh-as-md-ceo-for-5-years-1653191597292,Moneycontrol,Sunday
"Stock market turmoil, crypto craze reminders of human fear and greed: CEA","India's Chief Economic Advisor (CEA) V Anantha Nageswaran said that the recent turmoil and volatility in the stock market and the craze with which people are investing in crypto assets are ""reminders that humans are still driven by fear and greed"". He added, ""Sometimes technology accentuates [fear and greed], rather than eliminating them.""",2022-05-21,Hiral Goyal,https://theprint.in/economy/stock-market-turmoil-crypto-craze-proof-of-human-fear-greed-says-chief-economic-advisor/965129/?amp=&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/21_sat/img_1653139242682_56.jpg?,https://inshorts.com/en/news/stock-market-turmoil-crypto-craze-a-reminder-of-human-fear-and-greed-cea-1653141313100,The Print,Saturday
"Musk, stop horsing around & close this Twitter deal: YouTube Co-founder","YouTube Co-founder Chad Hurley tweeted to Tesla CEO Elon Musk, ""Stop horsing around and close this Twitter deal. We all want a happy ending!"" Apparently referring to the recent allegations of him offering to buy a horse for a flight attendant in exchange for an erotic massage, Musk replied, ""Fine, if you touch my wiener, you can have a horse.""",2022-05-22,Ridham Gambhir,https://twitter.com/Chad_Hurley/status/1527752848133353472?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653197291442_777.jpg?,https://inshorts.com/en/news/musk-stop-horsing-around-close-this-twitter-deal-youtube-cofounder-1653198887340,Twitter,Sunday
Very suspicious: Musk as Twitter refuses to explain calculation of fake accounts,"World's richest person Elon Musk said it is ""very suspicious"" that Twitter is refusing to explain how it calculates that 5% of its daily users are fake or spam. He also agreed with a Twitter user who said that if 25% of Twitter users are bots, then the acquisition deal, which was priced at $44 billion, should cost 25% less.",2022-05-21,Hiral Goyal,https://twitter.com/elonmusk/status/1528022458133004289?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/21_sat/img_1653147693160_606.jpg?,https://inshorts.com/en/news/very-suspicious-musk-as-twitter-refuses-to-explain-calculation-of-fake-accounts-1653150024448,Twitter,Saturday
Apple may expand production in India amid tight COVID-19 norms in China: Report,"Apple has reportedly instructed several of its contract manufacturers that it is looking to expand production outside of China amid its tight COVID-19 restrictions. According to The Wall Street Journal, India and Vietnam, that account for a minority of Apple's global production, are being considered for this. It also said Apple is speaking to existing Indian suppliers regarding the expansion.",2022-05-22,Ridham Gambhir,https://www.aninews.in/news/world/asia/looking-beyond-china-apple-plans-ramping-up-production-in-india-southeast-asia-report20220522070551/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653193426331_511.jpg?,https://inshorts.com/en/news/apple-may-expand-production-in-india-amid-tight-covid19-norms-in-china-report-1653195229559,ANI News,Sunday
"Cryptos are worth nothing, based on nothing: European Central Bank chief","European Central Bank's President Christine Lagarde said, ""My very humble assessment is that it (cryptocurrency) is worth nothing, it is based on nothing, there is no underlying asset to act as an anchor of safety."" Stating that she's concerned about people who have no understanding of the risks related to cryptocurrencies, Lagarde said that cryptocurrencies should be regulated.",2022-05-21,Hiral Goyal,https://www.moneycontrol.com/news/business/cryptocurrency/lagarde-says-crypto-is-worth-nothing-and-should-be-regulated-8549091.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/21_sat/img_1653128886127_694.jpg?,https://inshorts.com/en/news/cryptos-are-worth-nothing-based-on-nothing-european-central-bank-chief-1653130331187,Moneycontrol,Saturday
Sitharaman compares development spendings before & after 2014 after fuel price cut,"Finance Minister Nirmala Sitharaman clarified that the burden of recent petrol and diesel price cut will be borne by the Centre and compared developmental expenditure incurred by governments before and after 2014. ""Expenditure incurred by the [Narendra Modi-led] govt during 2014-22 was ₹90.9 lakh crore...Only ₹49.2 lakh crore was spent on developmental expenditure during 2004-14,"" she stated.",2022-05-22,Arshiya Chopra,https://twitter.com/nsitharaman/status/1528316118292570112?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653219705383_701.jpg?,https://inshorts.com/en/news/sitharaman-compares-development-spendings-before-after-2014-after-fuel-price-cut-1653220564736,Twitter,Sunday
Congress compares excise duty on petrol and diesel in May 2014 and now,"After the Centre reduced excise duty on fuel, Congress compared the excise duty in May 2014 and now. Congress spokesperson Randeep Singh Surjewala tweeted that excise duty on petrol in May 2014 was ₹9.48/litre and it is ₹19.90/litre now after Centre's duty cut. Surjewala added that excise duty on diesel was ₹3.56/litre and it is ₹15.80/litre after the tax cut.",2022-05-22,Apaar Sharma,https://www.hindustantimes.com/business/bjp-leaders-thank-pm-modi-for-excise-duty-cut-on-fuel-oppn-says-jhumla-101653145057280-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653188206643_176.jpg?,https://inshorts.com/en/news/congress-compares-excise-duty-on-petrol-and-diesel-in-may-2014-and-now-1653189787391,Hindustan Times,Sunday
"I am an electrical engineer, didn’t think of launching a makeup brand: SUGAR CEO","SUGAR Cosmetics CEO Vineeta Singh took to LinkedIn to share how she launched her brand while being an electrical engineer and with no experience with makeup. ""I didn’t think of launching a makeup brand…Kaushik Mukherjee [her husband] and I started something else and it failed and it was our customers who literally took us down this road,"" she said.",2022-05-22,Ridham Gambhir,https://www.moneycontrol.com/news/trends/current-affairs-trends/lessons-from-shark-tank-judge-vineeta-singh-started-something-else-and-failed-8552421.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653191438686_457.jpg?,https://inshorts.com/en/news/i-am-an-electrical-engineer-didnt-think-of-launching-a-makeup-brand-sugar-ceo-1653192802241,Moneycontrol,Sunday
"Entire burden of excise duty cuts on petrol, diesel is borne by Centre: FM","Finance Minister Nirmala Sitharaman on Sunday tweeted that the entire burden of the duty cuts on petrol and diesel announced yesterday and in November 2021 is being borne by the Centre. ""Excise duty reduction...has entirely been made in Road & Infrastructure Cess,"" Sitharaman explained, adding that the Basic Excise Duty, which is sharable with the states, has not been touched.",2022-05-22,Hiral Goyal,https://twitter.com/nsitharaman/status/1528316133060751361?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653217292797_904.jpg?,https://inshorts.com/en/news/entire-burden-of-excise-duty-cuts-on-petrol-diesel-is-borne-by-centre-fm-1653218542280,Twitter,Sunday
"It's always people first for us: PM Modi as govt cuts excise duty on petrol, diesel","PM Narendra Modi tweeted ""it's always people first for us"" after the government announced measures to help the common man, including reduced excise duty on petrol and diesel. PM said, ""Today's decisions...will positively impact various sectors, provide relief to our citizens and further 'Ease of Living'."" Petrol and diesel prices will be cut by ₹9.5 and ₹7 per litre, respectively.",2022-05-21,Hiral Goyal,https://twitter.com/narendramodi/status/1528017176468373506?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/21_sat/img_1653144319298_167.jpg?,https://inshorts.com/en/news/its-always-people-first-for-us-pm-modi-as-govt-cuts-excise-duty-on-petrol-diesel-1653145212705,Twitter,Saturday
China increases discounted Russian oil purchases by nearly 50%: Report,"China is increasing its purchases of discounted Russian oil, as per shipping data and oil traders. While China had initially refused oil contracts with Russia due to the Ukraine war, it is projected to import 1.1 million barrels per day in May, about 47% up from 750,000 bpd in the first quarter, according to data accessed by Reuters.",2022-05-22,Ridham Gambhir,https://www.reuters.com/business/energy/exclusive-china-quietly-increases-purchases-low-priced-russian-oil-2022-05-20/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653206687005_85.jpg?,https://inshorts.com/en/news/china-increases-discounted-russian-oil-purchases-by-nearly-50-report-1653209306711,Reuters,Sunday
Russians to be absent from WEF in Davos for first time since fall of communism,"Russian oligarchs and companies will be absent from the World Economic Forum (WEF) in Davos this year amid the invasion of Ukraine. This will mark the first time since the fall of communism that the WEF will be held without Russian officials or business leaders, Bloomberg reported. The WEF will be held in-person for the first time in two years.",2022-05-22,Hiral Goyal,https://www.hindustantimes.com/world-news/putins-war-on-ukraine-means-russia-s-rich-aren-t-welcome-at-davos-anymore-101653112373249-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653211531681_614.jpg?,https://inshorts.com/en/news/russians-to-be-absent-from-wef-in-davos-for-first-time-since-fall-of-communism-1653213691690,Hindustan Times,Sunday
"Air India bans smoking, consumption of intoxicating substances at workplace","Tata Group-run Air India has banned smoking and consumption of intoxicating substances at the workplace. In a letter to staff, Air India's CHRO Suresh Dutt Tripathi wrote that Air India is a responsible organisation which aims to provide a safe and healthy work environment. ""We have zero-tolerance for violations...Any violation...will be dealt with appropriate consequences,"" Tripathi further said.",2022-05-21,Hiral Goyal,None,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/21_sat/img_1653134760896_809.jpg?,https://inshorts.com/en/news/air-india-bans-smoking-consumption-of-intoxicating-substances-at-workplace-1653135790136,Inshorts,Saturday
PNB earns over ₹645 crore through ATM transaction charges in FY 2021-2022,"Punjab National Bank has earned over ₹645 crore through ATM transaction charges levied on customers during the financial year 2021-22, the bank revealed while responding to an RTI. PNB also said that it collected ₹239.09 crore in the form of penalties imposed on customers who failed to maintain a minimum balance or quarterly/monthly average balance in their bank accounts.",2022-05-22,Ridham Gambhir,https://www.financialexpress.com/industry/banking-finance/pnb-earns-over-rs-645-crore-through-atm-transaction-charges-in-fy22/2533513/lite/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653203962409_544.jpg?,https://inshorts.com/en/news/pnb-earns-over-₹645-crore-through-atm-transaction-charges-in-fy-20212022-1653206173833,Financial Express,Sunday
"Sun Pharma recalls 10,548 bottles of anti-depression drug in US","India's largest drugmaker Sun Pharma is recalling 10,548 bottles of bupropion hydrochloride extended-release tablets, a generic anti-depression drug, in the US market. As per the US Food and Drug Administration (USFDA), a customer found a ""dark, gritty substance"" inside one bottle. The affected lot of the medication was manufactured by Sun Pharma in its manufacturing plant in Gujarat's Halol.",2022-05-22,Ananya Goyal,https://www.moneycontrol.com/news/business/sun-pharmaceutical-recalls-over-10000-bottles-of-generic-anti-depression-drug-in-us-8552851.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2022/05_may/22_sun/img_1653215374058_61.jpg?,https://inshorts.com/en/news/sun-pharma-recalls-10548-bottles-of-antidepression-drug-in-us-1653219571703,Moneycontrol,Sunday
